,Authors,Quotes,Likes,tags
5,"Robert Greene,",“LAW 46,441,"['dicta,', 'motivational']"
6,"Amit Kalantri,","“I cannot compromise my respect for your love. You can keep your love, I will keep my respect.”",433,"['breaking-up,', 'breakup,', 'breakups,', 'compromise,', 'human,', 'humans,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'love,', 'motivation,', 'motivational,', 'motivational-quotes,', 'philosophy,', 'respect,', 'respectable,', 'respected,', 'respectful,', 'respecting,', 'respecting-others,', 'respecting-yourself,', 'self-respect,', 'wisdom,', 'wisdom-quotes']"
7,Roy T. Bennett,“Shine your light and make a positive impact on the world; there is nothing so honorable as helping improve the lives of others.”,431,"['inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'light,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'shine,', 'shine-your-light']"
8,Goethe J.W.,“Everything is hard before it is easy”,411,['motivational']
9,"Roy T. Bennett,","“Dream your own dreams, achieve your own goals. Your journey is your own and unique.”",411,"['dream,', 'dreams,', 'goals,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
10,"Roy T. Bennett,",“Great Leaders Create More Leaders,402,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leadership,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success,', 'vision']"
11,"Stephen Richards,",“The discontent and frustration that you feel is entirely your own creation.”,400,"['law-of-attraction,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'positive-thinking,', 'self-help,', 'stephen-richards,', 'wealth,', 'worthy']"
12,"Steve Maraboli,",“The greatest step towards a life of simplicity is to learn to let go.”,387,"['inspirational,', 'letting-go,', 'life,', 'motivational,', 'simplicity']"
13,Roy T. Bennett,“Be with someone who inspires you and makes you be the best version of yourself.”,387,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quote,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-philosophy,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'relationship']"
14,"Roy T. Bennett,",“Life teaches us the right path is rarely the easy one.”,386,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
15,"Roy T. Bennett,",“No one has ever achieved greatness without dreams.”,360,"['dream,', 'dreams,', 'greatness,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
16,"Criss Jami,","“The harder you fall, the heavier your heart; the heavier your heart, the stronger you climb; the stronger you climb, the higher your pedestal.”",359,"['accomplishment,', 'achievement,', 'adversity,', 'anger,', 'climbing,', 'encouragement,', 'falling,', 'heart,', 'inspirational,', 'motivational,', 'perseverance,', 'persistence,', 'strength,', 'success,', 'try-again']"
17,Ann Landers,“Keep in mind that the true measure of an individual is how he treats a person who can do him absolutely no good.”,354,"['character,', 'motivational']"
18,"Roy T. Bennett,",“Failures are the stairs we climb to reach success.”,354,"['failure,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success']"
19,"Roy T. Bennett,","“Every choice comes with a consequence. Once you make a choice, you must accept responsibility. You cannot escape the consequences of your choices, whether you like them or not.”",352,"['choices,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
20,"Roy T. Bennett,","“Difficulties and adversities viciously force all their might on us and cause us to fall apart, but they are necessary elements of individual growth and reveal our true potential. We have got to endure and overcome them, and move forward. Never lose hope. Storms make people stronger and never last forever.”",348,"['adversity,', 'challenge,', 'growth,', 'hope,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'never-lose-hope,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'potential']"
21,"Jojo Moyes,",“Live boldly. Push yourself. Don't settle.”,346,"['inspirational,', 'motivational']"
22,"Roy T. Bennett,",“How much you can learn when you fail determines how far you will go into achieving your goals.”,346,"['failure,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'learning,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success']"
23,"Roy T. Bennett,","“Stay strong, stay positive, and never give up.”",345,"['being-positive,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'life,', 'life-quotes,', 'motivation,', 'motivational,', 'never-give-up,', 'never-giving-up,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'strong']"
24,Roy T. Bennett,“You can have everything you want if you can put your heart and soul into everything you do.”,341,"['doing,', 'energy,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'soul']"
25,"Criss Jami,","“Find a purpose to serve, not a lifestyle to live.”",339,"['achieve,', 'achievement,', 'achieving,', 'ambition,', 'goals,', 'inspiration,', 'inspirational,', 'inspire,', 'inspiring,', 'life,', 'lifestyle,', 'living,', 'meaning,', 'motivate,', 'motivating,', 'motivation,', 'motivational,', 'purpose,', 'purpose-in-life,', 'reason,', 'reason-to-breathe,', 'reason-to-live,', 'sacrifice,', 'success,', 'successful-living']"
26,"Steve Maraboli,",“Free yourself from the complexities and drama of your life. Simplify. Look within. Within ourselves we all have the gifts and talents we need to fulfill the purpose we've been blessed with.”,337,"['blessings,', 'drama,', 'empowerment,', 'gratitude,', 'inspirational,', 'life,', 'motivational,', 'purpose,', 'simplify']"
27,"Roy T. Bennett,",“Create a vision for the life you really want and then work relentlessly towards making it a reality.”,336,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'vision']"
28,Steve Maraboli,“Today is a new day. Don't let your history interfere with your destiny! Let today be the day you stop being a victim of your circumstances and start taking action towards the life you want. You have the power and the time to shape your life. Break free from the poisonous victim mentality and embrace the truth of your greatness. You were not meant for a mundane or mediocre life!”,333,"['action,', 'circumstances,', 'destiny,', 'greatness,', 'history,', 'inspirational,', 'life,', 'mediocre,', 'motivational,', 'mundane,', 'new-day,', 'power,', 'shape,', 'today,', 'truth,', 'victim,', 'victim-mentality']"
29,"Roy T. Bennett,","“Change course, but don’t give up.”",331,"['change,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leadership,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'never-give-up,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
0,"Robert Greene,",“LAW 25,424,"['dicta,', 'inspirational,', 'motivational']"
1,"Steve Maraboli,","“How would your life be different if…You stopped worrying about things you can’t control and started focusing on the things you can? Let today be the day…You free yourself from fruitless worry, seize the day and take effective action on things you can change.”",391,"['action,', 'change,', 'control,', 'inspirational,', 'intent,', 'life,', 'motivational,', 'seize-the-day,', 'worry']"
2,"Steve Maraboli,","“Those with a grateful mindset tend to see the message in the mess. And even though life may knock them down, the grateful find reasons, if even small ones, to get up.”",360,"['action,', 'appreciation,', 'depression,', 'gratitude,', 'inspirational,', 'life,', 'motivational,', 'success']"
3,"Roy T. Bennett,","“No matter how much experience you have, there’s always something new you can learn and room for improvement.”",337,"['experience,', 'improvement,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'learning,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
4,Richard Dawkins,"“After sleeping through a hundred million centuries we have finally opened our eyes on a sumptuous planet, sparkling with color, bountiful with life. Within decades we must close our eyes again. Isn’t it a noble, an enlightened way of spending our brief time in the sun, to work at understanding the universe and how we have come to wake up in it? This is how I answer when I am asked—as I am surprisingly often—why I bother to get up in the mornings.”",325,"['beauty,', 'color,', 'enlightened,', 'inspirational,', 'meaning,', 'motivational,', 'questions,', 'sleep']"
5,"Roy T. Bennett,","“Be where you are, stop over-thinking, and focus on what you are doing.”",317,"['focus-on,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'over-thinking,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
6,"Roy T. Bennett,",“Do not let your negative thoughts have power over you because those thoughts will end up controlling your life. No one can live a positive life with a negative mind.”,313,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
7,Roy T. Bennett,"“If you care about something enough, you'll find a way to make it happen.”",312,"['care-enough,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'make-things-happen,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
8,"Steve Maraboli,","“If you have a goal, write it down. If you do not write it down, you do not have a goal - you have a wish.”",310,"['action,', 'choice,', 'goal,', 'intent,', 'life,', 'motivational,', 'wish']"
9,"Steve Maraboli,","“There is great change to be experienced once you learn the power of letting go. Stop allowing anyone or anything to control, limit, repress, or discourage you from being your true self! Today is YOURS to shape - own it - break free from people and things that poison or dilute your spirit.”",302,"['action,', 'inspirational,', 'life,', 'motivational,', 'seize-the-day,', 'self-empowerment,', 'success']"
10,"Robert Greene,",“LAW 38,295,"['dicta,', 'inspirational,', 'motivational']"
11,"Roy T. Bennett,",“There is no more profitable investment than investing in yourself. It is the best investment you can make; you can never go wrong with it. It is the true way to improve yourself to be the best version of you and lets you be able to best serve those around you.”,295,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'invest-in-yourself,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
12,"John Stuart Mill,","“War is an ugly thing, but not the ugliest of things: the decayed and degraded state of moral and patriotic feeling which thinks that nothing is worth a war, is much worse. When a people are used as mere human instruments for firing cannon or thrusting bayonets, in the service and for the selfish purposes of a master, such war degrades a people. A war to protect other human beings against tyrannical injustice; a war to give victory to their own ideas of right and good, and which is their own war, carried on for an honest purpose by their free choice, — is often the means of their regeneration. A man who has nothing which he is willing to fight for, nothing which he cares more about than he does about his personal safety, is a miserable creature who has no chance of being free, unless made and kept so by the exertions of better men than himself. As long as justice and injustice have not terminated their ever-renewing fight for ascendancy in the affairs of mankind, human beings must be willing, when need is, to do battle for the one against the other.”",288,"['ethics,', 'fight,', 'foreign-policy,', 'injustice,', 'inspirational,', 'justice,', 'morality,', 'motivational,', 'patriotic,', 'safety,', 'selfish,', 'tyranny,', 'war,', 'will']"
13,"Roy T. Bennett,",“To overcome fear is the quickest way to gain your self-confidence.”,288,"['fear,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'self-confidence']"
14,"Amit Ray,",“You are never alone. You are eternally connected with everyone.”,284,"['advaita,', 'advaita-vedanta,', 'alone,', 'aloneness,', 'awakening,', 'awareness,', 'enlightenment,', 'eternal,', 'eternal-life,', 'eternal-truths,', 'everyone,', 'everyone-belongs,', 'global-oneness,', 'insights,', 'inspirational,', 'interconnectedness,', 'life,', 'life-lessons,', 'loneliness,', 'motivational,', 'non-duality,', 'nonduality,', 'oneness,', 'spiritual-growth,', 'spiritual-quotes,', 'spirituality,', 'unity,', 'vedanta,', 'wisdom,', 'wisdom-quotes']"
15,"Elizabeth Gilbert,",“One must always be prepared for riotous and endless waves of transformation.”,280,"['inspirational,', 'motivational']"
16,"Steve Maraboli,","“Your complaints, your drama, your victim mentality, your whining, your blaming, and all of your excuses have NEVER gotten you even a single step closer to your goals or dreams. Let go of your nonsense. Let go of the delusion that you DESERVE better and go EARN it! Today is a new day!”",278,"['action,', 'blaming,', 'complaints,', 'drama,', 'dreams,', 'earn-it,', 'excuses,', 'goals,', 'inspirational,', 'let-go,', 'motivational,', 'new-day,', 'victim-mentality,', 'whining']"
17,"Roy T. Bennett,",“Believe in your infinite potential. Your only limitations are those you set upon yourself.,276,"['abilities,', 'ability,', 'believe,', 'believe-in-yourself,', 'confidence,', 'dream,', 'dreams,', 'empowerment,', 'hope,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'limitations,', 'limits,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'potential,', 'self-doubt,', 'spiritual-growth,', 'spirituality']"
18,"Roy T. Bennett,","“Instead of worrying about what could go wrong, change your thoughts to what could go right. When you change the negative thought into a positive one, it eliminates the negative one.”",256,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
19,"Roy T. Bennett,",“What helps you persevere is your resilience and commitment.”,253,"['commitment,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'perseverance,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'resilience']"
20,"Steve Maraboli ,","“If you believe you can, you might. If you know you can, you will.”",247,"['action,', 'believe,', 'inspirational,', 'knowing,', 'life,', 'motivational,', 'success']"
21,Roy T. Bennett,“You make the world a better place by making daily improvements to become the best version of yourself.”,247,"['improvement,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
22,"Roy T. Bennett,",“There are some values that you should never compromise on to stay true to yourself; you should be brave to stand up for what you truly believe in even if you stand alone.”,242,"['be-yourself,', 'core-values,', 'inspirational,', 'life-and-living,', 'life-lessons,', 'motivational']"
23,"Roy T. Bennett,",“Be careful the stories you're telling yourself about your current circumstances; a head full of negative thoughts has no space for positive ones.”,239,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'negative,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
24,"Roy T. Bennett,","“Every challenge you face today makes you stronger tomorrow. The challenge of life is intended to make you better, not bitter.”",231,"['challenge,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'strong']"
25,"Angie Sage,",“...yelling doesn't make a thing any more possible.”,220,"['marcia-overstrand,', 'motivational,', 'yelling']"
26,Anthony Robbins,“It's not what we do once in a while that shapes our lives. It's what we do consistently.”,219,"['consistency,', 'motivational,', 'perseverance']"
27,"Stephen Richards,","“When you concentrate your energy purposely on the future possibility that you aspire to realize, your energy is passed on to it and makes it attracted to you with a force stronger than the one you directed towards it.”",219,"['law-of-attraction,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'positive-thinking,', 'self-help,', 'stephen-richards,', 'wealth,', 'worthy']"
28,"Roy T. Bennett,","“You attract who you are being. When you work at being the type of person that you want to attract, you attract those kinds of people into your life.”",218,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'laws-of-attraction,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
29,"Roy T. Bennett,",“Great goals make great people. People cannot hit what they do not aim for.”,213,"['goal,', 'goals,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
0,Melody Carstairs,"“If you've got nothing to dance about, find a reason to sing.”",259,"['dance,', 'freedom,', 'happiness,', 'happy,', 'liberation,', 'motivational,', 'motivational-quotes,', 'sing,', 'smile']"
1,Sinclair Lewis,"“It is impossible to discourage the real writers - they don't give a damn what you say, they're going to write.”",237,"['motivational,', 'on-writing']"
2,Zig Ziglar,“Make today worth remembering.”,232,"['inspirational,', 'motivational']"
3,"Haruki Murakami,","“A gentleman is someone who does not what he wants to do, but what he should do.”",229,"['chivalry,', 'gentleman,', 'gentlemen,', 'inspirational,', 'manners,', 'motivational,', 'politeness']"
4,"Roy T. Bennett,",“One of the best ways to influence people is to make them feel important. Most people enjoy those rare moments when others make them feel important. It is one of the deepest human desires.”,222,"['enjoy,', 'human-desire,', 'influence,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leadership,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
5,Bob Dylan,“Act the way you'd like to be and soon you'll be the way you'd like to act.”,215,"['action,', 'change,', 'improvement,', 'misattributed-to-leonard-cohen,', 'motivational,', 'success']"
6,"Roy T. Bennett,","“You have come a long way and have won many battles. Whenever you’re faced with a difficult or challenging situation, you’ll overcome it. Yes, you can.”",215,"['challenge,', 'difficulty,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
7,"Roy T. Bennett,",“Make the most of what you have and keep your standards high. Never settle for anything less than you deserve or are capable of achieving.”,215,"['achieve,', 'deserve,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
8,"Steve Maraboli,","“People who lack the clarity, courage, or determination to follow their own dreams will often find ways to discourage yours. Live your truth and don't EVER stop!”",209,"['clarity,', 'courage,', 'determination,', 'follow-your-dreams,', 'inspirational,', 'living,', 'motivational,', 'truth']"
9,"Roy T. Bennett,","“You have two choices, to conquer your fear or to let your fear conquer you.”",209,"['choice,', 'choices,', 'fear,', 'fearless,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
10,Leonardo da Vinci,“Make your work to be in keeping with your purpose”,206,"['motivational,', 'purpose,', 'work']"
11,Will Smith,"“Don't chase people. Be yourself, do your own thing and work hard. The right people - the ones who really belong in your life - will come to your. And stay.”",202,"['inspirational,', 'motivational,', 'peaceful']"
12,King James Gadsden,“Life keeps throwing me lemons because I make the best lemonade...”,198,"['inspirational,', 'life,', 'motivational,', 'reality']"
13,Roy T. Bennett,"“Real change is difficult at the beginning. Without the familiar to rely upon, you may not in as much command as you had once been. When things are not going your way, you will start doubting yourself. Stay positive, keep the faith, and keep moving forward – your breakthrough may be just around the corner.”",198,"['breakthrough,', 'change,', 'faith,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'just-around-the-corner,', 'keep-moving-forward,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'stay-positive']"
14,"Steve Maraboli,","“Protect your enthusiasm from the negativity and fear of others. Never decide to do nothing just because you can only do little. Do what you can. You would be surprised at what ""little"" acts have done for our world.”",197,"['compassion,', 'enthusiasm,', 'inspirational,', 'kindness,', 'mission,', 'motivational,', 'service']"
15,"Steve Maraboli,",“Your greatest self has been waiting your whole life; don't make it wait any longer.”,196,"['action,', 'change,', 'inspirational,', 'life,', 'mission,', 'motivational,', 'purpose,', 'self-empowerment']"
16,Mokokoma Mokhonoana,"“Plants are more courageous than almost all human beings: an orange tree would rather die than produce lemons, whereas instead of dying the average person would rather be someone they are not.”",196,"['act,', 'acting,', 'actor,', 'actors,', 'adage,', 'adages,', 'animal,', 'animals,', 'aphorism,', 'aphorisms,', 'audacity,', 'axiom,', 'axioms,', 'balls,', 'be-yourself,', 'boldness,', 'brave,', 'bravery,', 'cojones,', 'conform,', 'conforming,', 'conformity,', 'courage,', 'courageous,', 'courageousness,', 'daring,', 'dead,', 'death,', 'deep,', 'dictum,', 'dictums,', 'die,', 'epigram,', 'epigrams,', 'facade,', 'facades,', 'fear,', 'fearful,', 'fearlessness,', 'fit-in,', 'fitting-in,', 'fruit,', 'fruits,', 'gallantry,', 'gnome,', 'gnomes,', 'grit,', 'guts,', 'hardihood,', 'heroism,', 'herself,', 'himself,', 'human,', 'human-being,', 'human-beings,', 'humans,', 'humor,', 'humour,', 'insightful,', 'inspiration,', 'inspirational,', 'inspire,', 'inspired,', 'intrepidity,', 'kill,', 'killed,', 'lemon,', 'lemons,', 'made-me-think,', 'make-you-think,', 'maxim,', 'maxims,', 'motivated,', 'motivational,', 'motive,', 'moxie,', 'murder,', 'murdered,', 'nerve,', 'nonconformity,', 'oneself,', 'orange,', 'people,', 'peoples,', 'person,', 'persons,', 'plant,', 'plants,', 'pluck,', 'pluckiness,', 'pretend,', 'pretender,', 'pretenders,', 'pretending,', 'produce,', 'profound,', 'proverb,', 'proverbs,', 'provoke-thought,', 'quotation,', 'quotations,', 'quote,', 'quotes,', 'satire,', 'satirical,', 'saying,', 'sayings,', 'self,', 'spunk,', 'standing-out,', 'standout,', 'themselves,', 'thought-provoking,', 'thoughtful,', 'tree,', 'trees,', 'true-grit,', 'valour,', 'words-to-live-by,', 'yourself']"
17,"Roy T. Bennett,","“Instead of complaining about the problem and blaming others, start finding the solution.”",194,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
18,Les Brown,“Too many of us are not living our dreams because we are living our fears.”,193,"['inspirational,', 'les-brown,', 'motivational']"
19,"Roy T. Bennett,","“We all have negative thoughts now and then, but we can choose not to dwell there and not to let them control us.”",192,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
20,Roy T. Bennett,“Keep your promises and be consistent. Be the kind of person others can trust.”,191,"['consistent,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'keep-your-promises,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'trust']"
